Airplane.Type,Avg_Injuries_per_Incident,Risk.Score,Weighted_Risk,Damage_Risk,Severity_Risk,Number.of.Engines
birchler boyd eagle 540,0.5,1.0,1.194721511166034,2.0,1.0,1.0
bird ck,0.0,0.0,0.0,2.0,1.0,1.0
bird seawind 3000,3.0,8.0,86.01994880395445,3.0,2.0,1.0
birtch kitfox ii,0.0,0.0,0.0,2.0,1.0,1.0
bishop thomas w bishop-acro,0.0,0.0,0.0,2.0,1.0,1.0
bkf backcountry supercub,0.0,0.0,0.0,2.0,1.0,1.0
black christopher sparrow sport spec,0.0,0.0,0.0,2.0,1.0,1.0
black donald cozy iii,0.0,0.0,0.0,2.0,1.0,1.0
blair skybolt,0.0,0.0,0.0,2.0,1.0,1.0
blondin 601hds,2.0,6.0,43.009974401977225,3.0,2.0,1.0
blue oak llc. cck-1865,0.0,0.0,0.0,2.0,1.0,1.0
blum matthew aventura ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
blumer challenger ii spec,0.0,0.0,0.0,2.0,1.0,1.0
boam larry rans s 7,0.0,0.0,0.0,2.0,1.0,1.0
boam rans s-6s,0.0,0.0,0.0,2.0,1.0,1.0
board james a zenith 601 hd,0.0,0.0,0.0,2.0,1.0,1.0
boatright waylon rv10,5.0,15.0,268.81234001235765,3.0,2.0,1.0
bob frederick titan t-51,0.0,0.0,0.0,2.0,1.0,1.0
bobbi boucher duo deuce,1.0,1.0,2.389443022332068,2.0,1.0,0.0
bobo christopher j loehle 5151,1.0,1.0,2.389443022332068,2.0,1.0,1.0
boehlke kevin p 2/3 scale jenny,1.0,1.0,2.389443022332068,2.0,1.0,1.0
boeing (stearman) b75n1,0.0,0.0,0.0,2.0,1.0,1.0
boeing 1942,0.0,0.0,0.0,2.0,1.0,1.0
boeing 707,0.0,0.0,0.0,2.0,1.0,0.0
boeing 707 338c,0.0,0.0,0.0,1.0,1.0,0.0
boeing 707-123b,0.0,0.0,0.0,2.0,1.0,4.0
boeing 707-312b,10.0,10.0,358.41645334981024,3.0,1.0,0.0
boeing 707-321b,3.0,6.0,43.009974401977225,2.0,1.0,4.0
boeing 707-323c,0.0,0.0,0.0,2.0,1.0,4.0
boeing 707-336,6.0,18.0,387.08976961779507,3.0,2.0,0.0
boeing 717-200,0.0,0.0,0.0,2.0,1.0,2.0
boeing 727,0.0,0.0,0.0,1.0,3.0,0.0
boeing 727 200,0.0,0.0,0.0,2.0,1.0,3.0
boeing 727-200,0.0,0.0,0.0,1.25,2.5,2.25
boeing 727-214,0.0,0.0,0.0,1.0,3.0,3.0
boeing 727-223,0.0,0.0,0.0,1.0,3.0,3.0
boeing 727-225,0.0,0.0,0.0,1.0,3.0,3.0
boeing 727-231,0.0,0.0,0.0,1.0,3.0,3.0
boeing 727-233,0.0,0.0,0.0,1.0,3.0,3.0
boeing 727-2f9,0.0,0.0,0.0,1.0,1.0,2.0
boeing 737,10.684210526315788,26.36842105263158,896.8850502314434,1.6842105263157894,1.105263157894737,1.7894736842105263
boeing 737 330,0.0,0.0,0.0,2.0,1.0,2.0
boeing 737 3h4,0.0,0.0,0.0,1.6666666666666667,1.0,2.0
boeing 737 7h4,23.666666666666668,46.166666666666664,2610.7319955669323,1.6666666666666667,1.1666666666666667,2.0
boeing 737 7l9,0.0,0.0,0.0,1.0,1.0,2.0
boeing 737 832,0.0,0.0,0.0,2.0,1.0,2.0
boeing 737-201,0.0,0.0,0.0,1.0,3.0,2.0
boeing 737-282,0.0,0.0,0.0,1.0,3.0,2.0
boeing 737-291,16.5,16.5,325.2629314149528,1.0,3.0,2.0
boeing 737-300,16.6,31.0,1828.5451672698387,2.0,1.6,1.2
boeing 737-301,0.0,0.0,0.0,2.0,1.0,2.0
boeing 737-3a4,0.0,0.0,0.0,2.0,1.0,2.0
boeing 737-3b7,0.0,0.0,0.0,1.0,1.0,2.0
boeing 737-3h4,0.0,0.0,0.0,1.3333333333333333,1.0,2.0
boeing 737-3k2,0.0,0.0,0.0,1.0,3.0,0.0
boeing 737-400,75.0,204.0,54837.71736252096,3.0,2.0,0.0
boeing 737-500,0.0,0.0,0.0,1.0,3.0,2.0
boeing 737-524,0.0,0.0,0.0,1.0,1.0,2.0
boeing 737-700,0.0,0.0,0.0,1.5,1.0,2.0
boeing 737-732,0.0,0.0,0.0,1.0,1.0,2.0
boeing 737-7h4,0.0,0.0,0.0,1.25,1.0,2.0
boeing 737-7q8,0.0,0.0,0.0,1.0,1.0,2.0
boeing 737-823,0.0,0.0,0.0,1.3333333333333333,1.0,2.0
boeing 737-824,0.0,0.0,0.0,1.5,1.0,2.0
boeing 737-8h4,0.0,0.0,0.0,2.0,1.0,2.0
boeing 737-924er,0.0,0.0,0.0,1.0,1.0,2.0
boeing 747,2.6000000000000005,5.1,15.842007238061612,1.2,1.6,3.6
boeing 747-123,0.0,0.0,0.0,1.0,3.0,4.0
boeing 747-200,0.6666666666666666,0.6666666666666666,1.0619746765920304,1.3333333333333333,2.3333333333333335,1.3333333333333333
boeing 747-200f,0.0,0.0,0.0,2.5,1.0,0.0
boeing 747-212b,0.0,0.0,0.0,2.0,1.0,4.0
boeing 747-2b6b,380.0,380.0,172517.78621237533,1.0,3.0,0.0
boeing 747-300,254.0,736.0,670038.0545502693,3.0,2.0,4.0
boeing 747-300 series,0.0,0.0,0.0,1.0,1.0,4.0
boeing 747-400,0.0,0.0,0.0,1.0,1.6666666666666667,2.6666666666666665
boeing 747-400 bcf,7.0,21.0,526.872186424221,3.0,2.0,4.0
boeing 747-422,0.0,0.0,0.0,1.0,1.0,4.0
boeing 747-451,0.0,0.0,0.0,1.0,1.0,4.0
boeing 747f,0.0,0.0,0.0,1.0,3.0,0.0
boeing 747sp,0.0,0.0,0.0,2.0,3.0,0.0
boeing 75,0.0,0.0,0.0,2.0,1.0,1.0
boeing 757,0.0,0.0,0.0,1.5,1.25,1.5
boeing 757 223,0.0,0.0,0.0,2.0,1.0,2.0
boeing 757-200,0.0,0.0,0.0,1.0,3.0,0.0
boeing 757-222,0.0,0.0,0.0,1.25,1.0,2.0
boeing 757-223,0.0,0.0,0.0,1.5,1.0,2.0
boeing 757-225,0.0,0.0,0.0,1.0,3.0,2.0
boeing 757-232,0.0,0.0,0.0,2.0,1.0,2.0
boeing 757-251,0.0,0.0,0.0,1.0,1.0,2.0
boeing 757-2q8,0.0,0.0,0.0,1.0,1.0,2.0
boeing 757-351,0.0,0.0,0.0,2.0,1.0,2.0
boeing 75a,0.0,0.0,0.0,2.0,1.0,1.0
boeing 767,16.846153846153843,43.15384615384615,2467.813925721339,2.076923076923077,1.4615384615384615,1.3846153846153846
boeing 767 332,0.0,0.0,0.0,1.0,1.0,2.0
boeing 767 33a,0.0,0.0,0.0,2.0,1.0,2.0
boeing 767 34af,0.0,0.0,0.0,2.0,1.0,2.0
boeing 767 36n,4.0,8.0,76.46217671462618,2.0,1.0,2.0
boeing 767-200er,65.0,195.0,45429.28546208845,3.0,2.0,2.0
boeing 767-300,0.0,0.0,0.0,2.0,1.0,0.0
boeing 767-300b,0.0,0.0,0.0,1.0,3.0,2.0
boeing 767-304,0.0,0.0,0.0,1.0,3.0,0.0
boeing 767-319er,0.0,0.0,0.0,2.0,1.0,2.0
boeing 767-322,6.0,12.0,86.01994880395445,1.0,1.0,2.0
boeing 767-322er,5.0,6.0,35.841645334981024,1.0,1.0,0.0
boeing 767-332,0.0,0.0,0.0,2.0,1.0,2.0
boeing 767-383er,0.0,0.0,0.0,1.0,3.0,2.0
boeing 777,0.0,0.0,0.0,1.25,1.5,1.0
boeing 777 222,0.0,0.0,0.0,1.0,1.0,2.0
boeing 777 24q,0.0,0.0,0.0,1.0,1.0,2.0
boeing 777-200,0.0,0.0,0.0,2.0,1.0,1.0
boeing 777-200er,190.0,333.0,226770.09003442494,3.0,2.0,2.0
boeing 777-222,0.5,1.0,0.597360755583017,1.0,1.0,2.0
boeing 777-2q8,0.0,0.0,0.0,1.0,1.0,2.0
boeing 787,0.0,0.0,0.0,1.0,1.0,0.0
boeing a 75n1,0.0,0.0,0.0,2.0,1.0,1.0
boeing a-75n1,0.0,0.0,0.0,2.0,1.0,1.0
boeing a75,0.875,1.625,3.920179958513549,2.25,1.125,1.0
boeing a75l3,1.0,2.0,4.778886044664136,2.0,1.0,1.0
boeing a75l300,0.3333333333333333,0.3333333333333333,0.2654936691480076,2.0,1.0,1.0
boeing a75n-1,0.0,0.0,0.0,2.0,1.0,1.0
boeing a75n1,0.18181818181818177,0.4090909090909091,0.17772716695031912,1.9090909090909092,1.0454545454545454,1.0
boeing a75n1 (pt-17),0.0,0.0,0.0,2.0,1.0,1.0
boeing a75n1 (pt17),0.2,0.4,0.19115544178656546,2.0,1.0,1.0
boeing a75n1(pt17),0.48000000000000026,0.72,0.8946074675611263,2.04,1.2,0.96
boeing b 727-100,0.0,0.0,0.0,3.0,1.0,0.0
boeing b-17g,1.0,2.0,4.778886044664136,2.0,1.0,4.0
boeing b-737-832,0.0,0.0,0.0,2.0,1.0,2.0
boeing b-747-121,0.0,0.0,0.0,1.0,3.0,0.0
boeing b-75,0.0,0.0,0.0,1.0,1.0,1.0
boeing b17,13.0,28.0,1304.6358901933093,3.0,2.0,4.0
boeing b727-224,2.0,2.0,4.778886044664136,1.0,3.0,0.0
boeing b737-2h4,0.0,0.0,0.0,1.0,3.0,2.0
boeing b737-400,0.0,0.0,0.0,2.0,1.0,0.0
boeing b747-267b,0.0,0.0,0.0,2.0,3.0,0.0
boeing b75,0.4,0.8,0.7646217671462618,2.0,1.2,0.8
boeing b757,164.0,488.0,286847.8559449201,3.0,2.0,0.0
boeing b757-200,6.0,12.0,86.01994880395445,1.0,1.0,0.0
boeing b75n1,0.47058823529411764,0.8823529411764706,0.9921562722486096,2.0,1.0588235294117647,1.0
boeing b777,0.0,0.0,0.0,2.0,1.0,2.0
boeing company boeing 737-8k5,0.0,0.0,0.0,1.0,1.0,2.0
boeing company boeing 777-236,20.0,39.0,1863.7655574190132,2.0,1.0,2.0
boeing d75n1,1.0,1.0,2.389443022332068,2.0,1.0,1.0
boeing dc-10,12.0,23.0,659.4862741636508,2.0,1.0,3.0
boeing dc-9,0.0,0.0,0.0,2.0,1.0,0.0
boeing dhc-8-102,0.0,0.0,0.0,2.0,1.0,2.0
boeing e75,0.3333333333333333,0.6666666666666666,0.630547464226518,2.1666666666666665,1.1666666666666667,0.9166666666666666
boeing e75n1,0.5,0.75,0.8960411333745255,2.0,1.0,1.0
boeing kc-135a,6.0,18.0,387.08976961779507,3.0,2.0,4.0
boeing md-10-10f,0.0,0.0,0.0,2.0,1.0,3.0
boeing md-11f,0.0,0.0,0.0,1.0,1.0,3.0
boeing md80/87,0.0,0.0,0.0,1.0,3.0,0.0
boeing n2s-1-a-75a,0.0,0.0,0.0,2.0,1.0,1.0
boeing n2s-3,2.0,2.0,9.557772089328273,2.0,1.0,1.0
boeing pt 13,0.0,0.0,0.0,2.0,1.0,1.0
boeing pt 17,2.0,4.0,19.115544178656545,2.0,1.0,1.0
boeing pt-13b,0.0,0.0,0.0,1.0,1.0,1.0
boeing pt-17,0.0,0.0,0.0,2.0,1.0,1.0
boeing pt17,0.0,0.0,0.0,2.0,1.0,1.0
boeing stearman a75-300n1,0.0,0.0,0.0,2.0,1.0,1.0
boeing stearman a75n1,1.0,3.0,7.168329066996204,2.0,1.5,1.0
boeing stearman b75-n1,2.0,2.0,9.557772089328273,2.0,1.0,1.0
boeing stearman e75,0.0,0.0,0.0,2.0,1.0,1.0
boeing-stearman ib75a,2.0,6.0,43.009974401977225,3.0,2.0,1.0
boeve earl seawind,1.0,3.0,10.752493600494306,3.0,2.0,1.0
bogle absey c breezy rlu-1,1.0,2.0,4.778886044664136,2.0,1.0,1.0
bolenbaugh phillip william rans s-6es,1.0,2.0,4.778886044664136,2.0,1.0,1.0
bolger scott rv-6a,0.0,0.0,0.0,2.0,1.0,1.0
bollinger robert l bd 4,1.0,3.0,10.752493600494306,3.0,2.0,1.0
bolstridge wallace r sky raider 1,0.0,0.0,0.0,2.0,1.0,1.0
bombardier bd100 1a10,0.0,0.0,0.0,1.0,1.0,2.0
bombardier bd700 1a10,0.0,0.0,0.0,2.0,1.0,2.0
bombardier canadair cl600-2a12,2.0,3.0,14.336658133992408,2.0,1.0,2.0
bombardier cl-600,0.0,0.0,0.0,1.0,1.0,2.0
bombardier cl-600-1a11,13.0,17.0,528.0669079353871,2.0,1.0,2.0
bombardier cl-600-2b16,0.0,0.0,0.0,2.0,1.0,2.0
bombardier cl-600-2b19,0.0,0.0,0.0,1.5,1.0,1.0
bombardier cl-600-2c10,0.0,0.0,0.0,1.0,1.0,2.0
bombardier cl-600-2d24,23.0,45.0,2473.0735281136904,2.0,1.0,0.0
bombardier cl600,0.0,0.0,0.0,1.0,1.0,2.0
bombardier cl600 2b19,0.0,0.0,0.0,1.6666666666666667,1.0,2.0
bombardier cl600 2c10,1.0,2.0,4.778886044664136,2.0,1.0,2.0
bombardier cl600 2d24,0.0,0.0,0.0,1.6666666666666667,1.0,2.0
bombardier cl600 2d24 - 900,0.0,0.0,0.0,2.0,1.0,2.0
bombardier cl600-2b19,0.0,0.0,0.0,2.0,1.0,2.0
bombardier dhc-8-402,0.0,0.0,0.0,1.0,1.0,2.0
bombardier dhc8,0.0,0.0,0.0,2.0,1.0,2.0
bombardier inc bd-100-1a10,0.0,0.0,0.0,1.5,1.0,2.0
bombardier inc cl 600 2b16,0.0,0.0,0.0,2.0,1.0,2.0
bombardier inc cl 600 2b19,0.0,0.0,0.0,2.0,1.0,2.0
bombardier inc cl 600 2c10,0.0,0.0,0.0,1.5,1.0,2.0
bombardier inc cl-600-2b1,0.0,0.0,0.0,1.0,1.0,2.0
bombardier inc cl-600-2b19,0.3333333333333333,0.5555555555555556,0.2212447242900063,1.3333333333333333,1.0,2.0
bombardier inc cl-600-2c10,0.0,0.0,0.0,2.0,1.0,2.0
bombardier inc cl600 2d24,0.0,0.0,0.0,2.0,1.0,2.0
bombardier inc dhc 8,0.0,0.0,0.0,1.0,1.0,2.0
bombardier inc dhc 8 202,0.0,0.0,0.0,2.0,1.0,2.0
bombardier inc dhc 8 402,0.0,0.0,0.0,1.0,1.0,2.0
bombardier inc dhc-8-315,0.0,0.0,0.0,2.0,1.0,2.0
bombardier inc dhc-8-402,16.333333333333332,49.0,2868.526348309648,2.3333333333333335,1.3333333333333333,2.0
bombardier learjet corp. 35a,0.0,0.0,0.0,1.0,1.0,2.0
"bombardier, inc. 35a",0.0,0.0,0.0,2.0,1.0,2.0
"bombardier, inc. bd-100-1a10",0.0,0.0,0.0,2.0,1.0,2.0
"bombardier, inc. cl-600-2b16",0.0,0.0,0.0,2.0,1.0,2.0
"bombardier, inc. cl-600-2c10",0.0,0.0,0.0,2.0,1.0,2.0
bond neal o s-9,1.0,3.0,7.168329066996204,2.0,2.0,1.0
bonde tf-51d,1.0,3.0,7.168329066996204,2.0,2.0,1.0
bordelon bruce kitfox iv,0.0,0.0,0.0,3.0,1.0,1.0
bordelon kitfox iv,0.0,0.0,0.0,2.0,1.0,1.0
bordiuk challenger ii,2.0,6.0,28.673316267984816,2.0,2.0,1.0
boring robert burton rv6a,1.0,1.5,3.584164533498102,2.0,1.0,1.0
borne charles a iii rv-4,2.0,4.0,19.115544178656545,2.0,1.0,1.0
borom marcus p long ez,0.0,0.0,0.0,2.0,1.0,1.0
bosco don searey,0.0,0.0,0.0,2.0,1.0,1.0
boson rv-4,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bosonetto thorp t-18,2.0,6.0,28.673316267984816,2.0,2.0,1.0
boswell john j air cam 912s,2.0,4.0,19.115544178656545,2.0,1.0,2.0
boughner r 80 tiger moth,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bower challenger ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bowers fly baby 1-a,1.0,2.0,6.570968311413187,2.5,1.5,1.0
bowers flybaby,1.0,3.0,7.168329066996204,2.0,2.0,1.0
bowers flybaby 1a,1.0,3.0,10.752493600494306,3.0,2.0,1.0
bowie richard sonerai ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
bowles chris kitfox 5,1.0,2.0,4.778886044664136,2.0,1.0,1.0
bowles questair venture,0.0,0.0,0.0,2.0,1.0,1.0
bowley murphy,0.0,0.0,0.0,2.0,1.0,1.0
bowman titan tornado ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
boyd bruce rv4,0.0,0.0,0.0,2.0,1.0,1.0
boyd kenneth c rans s-19,0.0,0.0,0.0,2.0,1.0,1.0
boyle joseph e boyle-jn 1,0.0,0.0,0.0,2.0,1.0,1.0
br legend llc turbine legend,1.0,3.0,10.752493600494306,3.0,2.0,1.0
bracken cb540,1.0,2.0,7.168329066996204,3.0,1.0,1.0
bradford haines glastar,0.0,0.0,0.0,2.0,1.0,1.0
bradley roderick w murphy renegade,1.0,2.0,4.778886044664136,2.0,1.0,1.0
bradshaw / mccauley giles g-202,1.0,3.0,7.168329066996204,2.0,2.0,1.0
"brand, richard bateleur 2000",0.0,0.0,0.0,3.0,1.0,1.0
brandt leroy e challenger ii,0.0,0.0,0.0,2.0,1.0,1.0
brandt sonex,0.5,0.5,0.597360755583017,2.0,1.0,1.0
bray verle g jr kitfox iv 1200,0.0,0.0,0.0,2.0,1.0,1.0
breezer aircraft 912uls2,0.0,0.0,0.0,2.0,1.0,1.0
breezy rl4-1,0.0,0.0,0.0,2.0,1.0,1.0
breezy rlu-1,1.0,1.0,2.389443022332068,2.0,1.0,1.0
breezy rlu1,0.0,0.0,0.0,2.0,1.0,1.0
breit zodiac (ch-601-hds),1.0,1.0,2.389443022332068,2.0,1.0,1.0
brenholt larry r rv-4,1.0,3.0,7.168329066996204,2.0,2.0,1.0
brennan rv-8,0.0,0.0,0.0,2.0,1.0,1.0
brent w. brown murphy moose,0.0,0.0,0.0,2.0,1.0,1.0
brewer james m kr2,0.0,0.0,0.0,2.0,1.0,1.0
brewster fleet 7-220,0.0,0.0,0.0,2.0,1.0,1.0
brewster long-ez,1.0,3.0,7.168329066996204,2.0,2.0,1.0
brian p north raf se5a replica,1.0,3.0,7.168329066996204,2.0,2.0,1.0
brian turner northern explorer,0.0,0.0,0.0,2.0,1.0,1.0
brice ron glastar sportsman 2+,1.0,3.0,7.168329066996204,2.0,2.0,1.0
brinker / garner bi-plane,0.0,0.0,0.0,2.0,1.0,1.0
brinkerhuff gerald g q200,1.0,3.0,7.168329066996204,2.0,2.0,1.0
bristell e-lsa,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bristol titan tornado ii,0.0,0.0,0.0,2.0,1.0,1.0
british aerospace bae jetstream 3101,0.0,0.0,0.0,1.0,1.0,2.0
british aerospace hs 125 700a,8.5,25.5,776.8676626357137,3.0,2.0,2.0
british aerospace hs 125-700a,0.0,0.0,0.0,2.0,1.0,2.0
british aerospace jetstream 32,15.0,43.0,2311.786124106276,3.0,2.0,2.0
british aircraft corp bac 167 strikemaster,1.0,3.0,7.168329066996204,2.0,2.0,1.0
british aircraft corp. (bac) jet provost t mk.5a,0.0,0.0,0.0,2.0,1.0,1.0
british aircraft corp. bac stkmstr mk80,1.0,2.0,7.168329066996204,3.0,1.0,1.0
britten norman bn2a,3.5,10.5,87.8120310707035,2.0,2.0,0.0
britten norman bn2b,3.0,9.0,96.77244240444877,3.0,2.0,2.0
britten-norman bn-2a,0.5,1.0,1.194721511166034,2.0,1.0,2.0
britten-norman bn-2a-20,0.0,0.0,0.0,2.0,1.0,2.0
britten-norman bn-2a-21,3.0,4.0,28.673316267984816,2.0,1.0,2.0
britten-norman bn-2a-26,0.0,0.0,0.0,3.0,1.0,0.0
britten-norman bn-2a-8,1.0,3.0,7.168329066996204,2.0,2.0,2.0
britten-norman bn2a-26,7.0,8.0,200.71321387589373,3.0,1.0,0.0
britten-norman bn2a26,0.0,0.0,0.0,2.0,1.0,1.0
brm aero bristell ng5,2.0,6.0,28.673316267984816,2.0,2.0,0.0
brm aero bristell s,0.0,0.0,0.0,2.0,1.0,1.0
brm aero bristell s-lsa,1.0,3.0,10.752493600494306,3.0,2.0,1.0
brm aero sro bristell s-lsa,0.0,0.0,0.0,2.0,1.0,1.0
brochetti louis pietenpol aircamper,1.0,1.0,2.389443022332068,2.0,1.0,1.0
brockman william a challenger ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
brokaw bergon f zodiac,1.0,1.0,2.389443022332068,2.0,1.0,1.0
brook aaron d lancair iv p,3.0,9.0,96.77244240444877,3.0,2.0,1.0
broussard broussard mh 1521,1.0,2.0,4.778886044664136,2.0,1.0,1.0
brown floyd l christen eagle ii,0.0,0.0,0.0,2.0,1.0,1.0
brown james w zenith stol ch 750,0.0,0.0,0.0,2.0,1.0,0.0
brown joseph b jr rv-6,2.0,6.0,28.673316267984816,2.0,2.0,1.0
brown joseph sportsman gs-2,0.0,0.0,0.0,2.0,1.0,1.0
brown mark space walker,0.0,0.0,0.0,2.0,1.0,1.0
brown michael kitfox iv,1.0,2.0,4.778886044664136,2.0,1.0,1.0
brown mitch challenger ii,1.0,2.0,4.778886044664136,2.0,1.0,1.0
brown narcisse a christen eagle ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
brown robert k rv7a,1.0,3.0,10.752493600494306,3.0,2.0,1.0
brown steen skybolt,2.0,6.0,43.009974401977225,3.0,2.0,1.0
brown thomas e thorp t-18,1.0,2.0,4.778886044664136,2.0,1.0,1.0
browning gregory s zodiac 601xl,1.0,3.0,7.168329066996204,2.0,2.0,1.0
brubaker f1,0.0,0.0,0.0,2.0,1.0,1.0
bruce e. hotz wind wagon,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bruce m barrett stolp starlet sa500,0.0,0.0,0.0,2.0,1.0,1.0
bruct j myers rv-9a,1.0,3.0,10.752493600494306,3.0,2.0,1.0
brumbaugh b/kasowski l avid flyer iv,0.0,0.0,0.0,2.0,1.0,1.0
brumbaugh david r drb raider,0.0,0.0,0.0,2.0,1.0,1.0
brumwell rv-6,2.0,6.0,43.009974401977225,3.0,2.0,1.0
brunzlick larry r seawind 3000 experim,0.0,0.0,0.0,2.0,1.0,1.0
bryan c l/labrash r d searey,0.0,0.0,0.0,2.0,1.0,1.0
bryan jerry r ch750,0.0,0.0,0.0,2.0,1.0,1.0
bryant c crosby bc ultra pup,1.0,3.0,7.168329066996204,2.0,2.0,1.0
bryant frederick m rans s-12,0.0,0.0,0.0,2.0,1.0,1.0
bryk steven l velocity xl rg,1.0,1.0,2.389443022332068,2.0,1.0,1.0
buchanan kitfox iv,1.0,2.0,4.778886044664136,2.0,1.0,1.0
bucker jungmann bu-131,0.0,0.0,0.0,2.0,1.0,1.0
bucker jungmann casa 1.31,0.0,0.0,0.0,2.0,1.0,1.0
bucker jungmeister bu 133,1.0,3.0,10.752493600494306,3.0,2.0,1.0
buckeye industries dream machine,2.0,2.0,9.557772089328273,2.0,1.0,1.0
buckman bucks special,0.0,0.0,0.0,2.0,1.0,0.0
budd lancair legacy,1.0,3.0,7.168329066996204,2.0,2.0,1.0
buehlmann peter kitfox model 4 1200,0.0,0.0,0.0,2.0,1.0,1.0
buhl la 1,1.0,2.0,4.778886044664136,2.0,1.0,1.0
buhlmann howard hb-1,0.0,0.0,0.0,2.0,1.0,1.0
bumford-royer christen eagle ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bunch cozy-canardiii,2.0,4.0,19.115544178656545,2.0,2.0,1.0
bunker rlv-1,2.0,3.0,14.336658133992408,2.0,1.0,1.0
burg frederick s zen ch701,0.0,0.0,0.0,1.0,1.0,1.0
burk rv-6a,1.0,1.0,2.389443022332068,2.0,1.0,1.0
burke-parker quickie,1.0,3.0,10.752493600494306,3.0,2.0,1.0
burkes br-1,0.0,0.0,0.0,2.0,1.0,1.0
burkhart-grob g109,0.0,0.0,0.0,2.0,1.0,1.0
burkholder jimmy c zodiac 601hd,2.0,6.0,43.009974401977225,3.0,2.0,1.0
burleigh bearhawk,0.0,0.0,0.0,2.0,1.0,1.0
burr express 2000 rg,0.0,0.0,0.0,2.0,1.0,1.0
burtner charles w derjager d ix,1.0,1.0,2.389443022332068,2.0,1.0,1.0
burton dennis w sonex,2.0,4.0,19.115544178656545,2.0,1.0,1.0
buschmann/vanzee vari ez,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bush caddy usa lsa,1.0,1.0,2.389443022332068,2.0,1.0,1.0
bushby bushby mustang m ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
bushby mustang ii,0.0,0.0,0.0,2.0,1.0,1.0
bushmaster super bushmaster,1.0,2.0,4.778886044664136,2.0,1.0,1.0
bussey express ft,1.0,3.0,10.752493600494306,3.0,2.0,1.0
butler aircraft company aerostar,0.0,0.0,0.0,2.0,1.0,2.0
butler john r sx 300,0.0,0.0,0.0,2.0,1.0,1.0
butterhof anthony j ginny b,1.0,2.0,4.778886044664136,2.0,1.0,0.0
buttles sns-7,0.0,0.0,0.0,3.0,1.0,1.0
byler jdt mini-max 1100r,0.0,0.0,0.0,2.0,1.0,1.0
c a tecnam srl p2002 sier,0.0,0.0,0.0,2.0,1.0,1.0
c. eff vari-eze,1.0,3.0,10.752493600494306,3.0,2.0,1.0
c.w crane t2,1.0,1.0,3.584164533498102,3.0,1.0,1.0
ca tecnam srl p2004 bravo,1.0,1.0,2.389443022332068,2.0,1.0,1.0
calcote clarence e glasair rg,0.0,0.0,0.0,2.0,1.0,1.0
callair a-9,1.0,1.5,4.778886044664136,2.5,1.0,1.0
callair a-9b,0.0,0.0,0.0,2.0,1.0,1.0
calvin nate h calvin-velocity,0.0,0.0,0.0,2.0,1.0,1.0
calvin nate h velocity std rg e,2.0,2.0,9.557772089328273,2.0,1.0,1.0
cameron lancair legacy,1.0,3.0,7.168329066996204,2.0,2.0,1.0
campbell david legacy,0.0,0.0,0.0,2.0,1.0,1.0
campbell earl s jr rv-6a,0.5,1.5,2.6881234001235765,2.0,1.5,1.0
campbell john mustang ii,0.0,0.0,0.0,2.0,1.0,1.0
campbell super bearhawk,0.0,0.0,0.0,2.0,1.0,1.0
canadair cl 600 2a12,0.0,0.0,0.0,2.0,1.0,2.0
canadair cl-44d4,0.0,0.0,0.0,2.0,1.0,4.0
canadair cl-600-2a12,0.0,0.0,0.0,2.0,1.0,2.0
canadair cl-600-2b16,0.0,0.0,0.0,2.0,1.0,2.0
canadair cl-600-2b19,0.0,0.0,0.0,2.0,1.0,2.0
canadair cl215 1a10,2.0,4.0,19.115544178656545,2.0,2.0,2.0
canadair cl600-2b19-200,0.0,0.0,0.0,1.0,3.0,0.0
canadair ltd cl 600 2b16,3.0,5.0,53.762468002471536,3.0,2.0,2.0
canadair ltd cl-600-2b16,0.0,0.0,0.0,2.0,1.0,0.0
canadian car & foundry harvard,0.0,0.0,0.0,2.0,1.0,1.0
canadian car & foundry harvard mk iv,0.0,0.0,0.0,2.0,1.0,1.0
canadian light acft sales &svc bushcaddy explorer,0.0,0.0,0.0,2.0,1.0,1.0
canion michael w zodiac 601xl,0.0,0.0,0.0,2.0,1.0,0.0
cano dave avid flyer mkiv,0.0,0.0,0.0,2.0,1.0,1.0
cantlon starduster too sa300,0.0,0.0,0.0,2.0,1.0,1.0
cantrell lw challenger ii sp,1.0,3.0,7.168329066996204,2.0,2.0,1.0
canup titan tornado s,0.0,0.0,0.0,2.0,1.0,1.0
capella aircraft corporation ( fw2tdxls,1.0,2.0,4.778886044664136,2.0,1.0,1.0
capella xls,0.5,1.0,1.194721511166034,2.0,1.0,1.0
capella xs,1.0,3.0,7.168329066996204,2.0,2.0,1.0
capes murphy moose,1.0,3.0,7.168329066996204,2.0,2.0,0.0
capital holdings 226 llc ccx-2000,0.0,0.0,0.0,2.0,1.0,1.0
