Airplane.Type,Avg_Injuries_per_Incident,Risk.Score,Weighted_Risk,Damage_Risk,Severity_Risk,Number.of.Engines
haines searey,1.0,1.0,2.389443022332068,2.0,1.0,1.0
halbert james h rans s-7,2.0,4.0,28.673316267984816,3.0,1.0,1.0
halbrook rans s-6s,0.0,0.0,0.0,2.0,1.0,1.0
"halderman, floyd g. rv-6a",0.0,0.0,0.0,2.0,1.0,1.0
hall don h rv-7,2.0,6.0,28.673316267984816,2.0,2.0,1.0
hall jeffrey hall rv-4,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hall kitfox,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hall steven c lancair le,0.0,0.0,0.0,2.0,1.0,1.0
hall thomas k kitfox speedster,1.0,1.0,2.389443022332068,2.0,1.0,1.0
"hall, wendall w harmon rocket ii",1.0,3.0,7.168329066996204,2.0,2.0,1.0
halladay roy lockheed,0.0,0.0,0.0,2.0,1.0,1.0
hallbauer dragonfly mark ii,2.0,3.0,14.336658133992408,2.0,1.0,1.0
hallendorf tom rv 6,0.0,0.0,0.0,2.0,1.0,1.0
hallquist thunderbolt,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hamilton rotorway exec 90,0.0,0.0,0.0,2.0,1.0,1.0
hamlin john d ch701,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hammer thorp t-18,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hammond mh1,0.0,0.0,0.0,2.0,1.0,1.0
hanek pitts s1s,1.0,1.0,2.389443022332068,2.0,1.0,1.0
haney john f b seastar xp,0.0,0.0,0.0,2.0,1.0,1.0
hansen david daniel rv-4,2.0,2.0,9.557772089328273,2.0,1.0,1.0
hansen hansen-vans rv-6,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hansen ib c cassutt iii m,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hanson gerald hanson bucker 131e,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hanson lonn avid amphibian,2.0,4.0,19.115544178656545,2.0,1.0,1.0
hanson parakeet a4 replica,0.0,0.0,0.0,2.0,1.0,1.0
hanson robert h pietenpol aircamper,1.0,2.0,4.778886044664136,2.0,1.0,1.0
haphey bruce frederic mustang ii,1.0,2.0,4.778886044664136,2.0,1.0,1.0
harden rv-7,2.0,6.0,28.673316267984816,2.0,2.0,1.0
hardie james d kit fox xl,0.0,0.0,0.0,2.0,1.0,1.0
hardy midget mustang m-1,0.0,0.0,0.0,2.0,1.0,1.0
hargett sky ranger ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hargrove hummel ultra cruiser,1.0,1.0,2.389443022332068,2.0,1.0,1.0
haring clay rv6,2.0,4.0,19.115544178656545,2.0,1.0,1.0
harmel rv6a,0.0,0.0,0.0,2.0,1.0,1.0
harms kitfox series 5,0.0,0.0,0.0,2.0,1.0,1.0
harms robert m kit fox se,2.0,6.0,43.009974401977225,3.0,2.0,1.0
harold vander avid flyer,0.0,0.0,0.0,2.0,1.0,1.0
harris pierce velocity xl rg,0.0,0.0,0.0,2.0,1.0,1.0
harris-runyan skybolt 300,2.0,6.0,28.673316267984816,2.0,2.0,1.0
harrison robert j. longez,1.0,2.0,4.778886044664136,2.0,1.0,1.0
harrity william v glasair (sh2f),0.0,0.0,0.0,2.0,1.0,1.0
harrop blake rv 7,2.0,4.0,19.115544178656545,2.0,1.0,1.0
harry crosby (vans) rv-6,1.0,2.0,4.778886044664136,2.0,1.0,1.0
harry d. miller midget mustang 1,0.0,0.0,0.0,2.0,1.0,1.0
harry l. weber arion li,1.0,3.0,7.168329066996204,2.0,2.0,1.0
harry oas pitts s1c,0.0,0.0,0.0,2.0,1.0,1.0
hartline j bon hartline kitfox iii,2.0,4.0,19.115544178656545,2.0,1.0,0.0
hartman kr-ii,0.0,0.0,0.0,2.0,1.0,1.0
hartter lenny j bearhawk,0.0,0.0,0.0,2.0,1.0,1.0
hartz paul rv-6a,1.0,2.0,4.778886044664136,2.0,4.0,1.0
hasch vans rv6,0.0,0.0,0.0,2.0,1.0,1.0
hastings thomas g cirrus vk 30,4.0,12.0,114.69326507193927,2.0,2.0,1.0
hatcher roderick r ch701,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hatle rans s-12,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hatz cb-1,0.0,0.0,0.0,2.0,1.0,1.0
hatz hatz cb 1,0.0,0.0,0.0,2.0,1.0,1.0
hauser u/hauser j kit fox cl,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hawker 400,0.0,0.0,0.0,2.0,1.0,0.0
hawker aircraft ltd hawker hunter mk.58,1.0,3.0,10.752493600494306,3.0,2.0,1.0
hawker aircraft ltd hawker hunter mk.58a,1.0,3.0,10.752493600494306,3.0,2.0,1.0
hawker beech a36tc,4.0,12.0,172.0398976079089,3.0,2.0,1.0
hawker beech v35b,0.0,0.0,0.0,2.0,1.0,1.0
hawker beechcraft 390,2.5,4.5,37.33504722393857,2.5,1.5,1.5
hawker beechcraft 58p,2.0,6.0,43.009974401977225,3.0,2.0,2.0
hawker beechcraft 76,3.0,3.0,21.504987200988612,2.0,1.0,2.0
hawker beechcraft a36,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hawker beechcraft b200gt,1.0,3.0,10.752493600494306,3.0,2.0,2.0
hawker beechcraft c90gtx,0.0,0.0,0.0,2.0,1.0,2.0
hawker beechcraft corp 390,0.0,0.0,0.0,2.0,1.0,2.0
hawker beechcraft corp g36,0.28571428571428564,0.42857142857142855,0.3413490031902954,2.142857142857143,1.0,1.0
hawker beechcraft corp g58,0.0,0.0,0.0,2.0,1.0,2.0
hawker beechcraft corp. 200,0.0,0.0,0.0,1.0,1.0,2.0
hawker beechcraft corp. 58,1.0,3.0,7.168329066996204,2.0,2.0,2.0
hawker beechcraft corp. 65-b80,0.0,0.0,0.0,1.0,1.0,2.0
hawker beechcraft corp. 99,0.0,0.0,0.0,1.0,1.0,2.0
hawker beechcraft corp. a100,7.0,21.0,526.872186424221,3.0,2.0,2.0
hawker beechcraft corp. a36,0.0,0.0,0.0,2.0,1.0,1.0
hawker beechcraft corp. c90,0.0,0.0,0.0,1.0,1.0,2.0
hawker beechcraft corporation 1900c,1.0,3.0,10.752493600494306,3.0,2.0,2.0
hawker beechcraft corporation 390,4.0,8.0,114.69326507193927,3.0,2.0,2.0
hawker beechcraft corporation a36,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hawker beechcraft corporation b200,3.0,3.0,21.504987200988612,2.0,1.0,2.0
hawker beechcraft corporation e-55,1.0,1.0,2.389443022332068,2.0,1.0,2.0
hawker beechcraft f33,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hawker beechcraft f33a,3.0,9.0,64.51496160296584,2.0,2.0,1.0
hawker beechcraft g58,0.0,0.0,0.0,2.0,1.0,2.0
hawker beechcraft tc-45j,2.0,6.0,43.009974401977225,3.0,2.0,2.0
hawker mk 11 sea fury,0.0,0.0,0.0,2.0,1.0,1.0
hawker mk-20 sea fury,0.0,0.0,0.0,2.0,1.0,1.0
hawker sea fury iss 25,1.0,3.0,10.752493600494306,3.0,2.0,1.0
hawker sea fury tmk 20,0.0,0.0,0.0,2.0,1.0,1.0
hawker siddeley 125-700,0.0,0.0,0.0,2.0,1.0,2.0
hawker siddeley hunter,0.0,0.0,0.0,2.0,1.0,1.0
hawker siddeley hunter mk.58,1.0,2.0,7.168329066996204,3.0,1.0,1.0
hawker-beechcraft corporation a36,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hawker-beechcraft e-55,1.0,3.0,7.168329066996204,2.0,2.0,2.0
hawkins august e aventura ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
haycraft sport hornet,0.0,0.0,0.0,2.0,1.0,1.0
hazelwood michael s rv-8,2.0,5.0,23.894430223320683,2.0,2.0,1.0
heberlein ronald vans rv 9a,1.0,3.0,10.752493600494306,3.0,2.0,1.0
hebert kitfox speedster,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hebert peter j lancair legacy,2.0,6.0,28.673316267984816,2.0,2.0,1.0
heckel super sportsman,0.0,0.0,0.0,2.0,1.0,1.0
hedeman tailwind w8,0.0,0.0,0.0,2.0,1.0,1.0
hefty polar cub,1.0,3.0,10.752493600494306,3.0,2.0,1.0
hein sonex,1.0,2.0,4.778886044664136,2.0,1.0,1.0
heinlein george gh125,0.0,0.0,0.0,2.0,1.0,1.0
heinz rans s-4 coyote,0.0,0.0,0.0,2.0,1.0,1.0
heiser robert c jr pulsar xp,1.0,2.0,4.778886044664136,2.0,1.0,1.0
heisler lancair legacy,2.0,4.0,19.115544178656545,2.0,2.0,1.0
heldeberg design blue heron marathon,1.0,1.0,2.389443022332068,2.0,1.0,1.0
helie rv-6,0.0,0.0,0.0,2.0,1.0,1.0
helio h 250,1.5,4.5,24.193110601112192,2.5,1.5,1.0
helio h 295,0.14285714285714282,0.2857142857142857,0.0975282866257987,2.0,1.0,1.0
helio h 395,0.0,0.0,0.0,2.0,1.0,1.0
helio h-250,0.0,0.0,0.0,2.0,1.0,1.0
helio h-295,0.3333333333333333,0.6666666666666666,0.5309873382960152,2.0,1.0,1.0
helio h-295-1400,2.0,2.0,9.557772089328273,2.0,1.0,1.0
helio h-395,0.0,0.0,0.0,2.0,1.0,1.0
helio h391,0.0,0.0,0.0,2.0,1.0,1.0
helio hst-550a,1.0,3.0,10.752493600494306,3.0,2.0,1.0
helio ht-295,4.0,6.0,57.34663253596963,2.0,1.0,0.0
heliotech h-250,1.0,1.0,2.389443022332068,2.0,1.0,1.0
helmer avid magnum,0.0,0.0,0.0,2.0,1.0,1.0
helmetag glassair iii,0.0,0.0,0.0,2.0,1.0,1.0
helpling helen c tango 2,1.0,1.0,3.584164533498102,3.0,1.0,1.0
helton lark 95,2.0,4.0,28.673316267984816,3.0,2.0,1.0
hemmer mini-max 1600r,0.0,0.0,0.0,2.0,1.0,1.0
hemp timothy legacy 200,0.0,0.0,0.0,2.0,1.0,1.0
hemp timothy legacy 2000,2.0,6.0,43.009974401977225,3.0,2.0,1.0
hencken william pietenpol air camper,0.0,0.0,0.0,2.0,1.0,1.0
henderson clifford s super bear csh-1,0.0,0.0,0.0,2.0,1.0,1.0
henderson michael e glastar,0.0,0.0,0.0,2.0,1.0,1.0
henderson thorp t 18,1.0,1.0,2.389443022332068,2.0,1.0,1.0
henderson w a/johnson w l rv 6a,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hendricks george david jr rv8,0.0,0.0,0.0,2.0,1.0,1.0
hendryx steve/wiley ross super rebel,1.0,2.0,4.778886044664136,2.0,1.0,1.0
henes zenair ch 701,0.0,0.0,0.0,2.0,1.0,1.0
henney michael a vans rv-6a,2.0,4.0,19.115544178656545,2.0,2.0,1.0
henrie raymond zenith ch 701 stol,2.0,4.0,19.115544178656545,2.0,1.0,1.0
henry pelican,2.0,5.0,23.894430223320683,2.0,2.0,1.0
henry steven j just acft superstol,0.0,0.0,0.0,2.0,1.0,0.0
herbert o. kellerman 173 rg,0.0,0.0,0.0,2.0,1.0,1.0
herder michael zodiac 601 hd,1.0,1.0,2.389443022332068,2.0,1.0,1.0
herem dr-107,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hermann bjorn lancair iv,1.0,3.0,7.168329066996204,2.0,2.0,1.0
heronimus kevin a glasair iii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
herzog aviation ccx-2000,0.0,0.0,0.0,2.0,1.0,1.0
hess john l spezio ii,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hi-max 1700r,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hi-max hi-max,1.0,3.0,7.168329066996204,2.0,2.0,0.0
hibbard norman e thorp t-18,1.0,2.0,4.778886044664136,2.0,4.0,1.0
hickham lancair iv-p,2.0,4.0,19.115544178656545,2.0,1.0,1.0
hier james a long ez,0.0,0.0,0.0,2.0,1.0,1.0
higgins john h/williams john d questair venture,2.0,2.0,14.336658133992408,3.0,1.0,1.0
higher class aviation sport hornet,0.0,0.0,0.0,2.0,1.0,1.0
hilderson oswald aventura hp,0.0,0.0,0.0,2.0,1.0,1.0
hill group llc ccx-2000,0.0,0.0,0.0,2.0,1.0,0.0
hill hatz cb-1,0.0,0.0,0.0,1.0,1.0,1.0
hillam scott l rans s 10,1.0,3.0,10.752493600494306,3.0,2.0,1.0
hillard charlie r hawker fb60,2.0,2.0,9.557772089328273,2.0,1.0,1.0
hiller uh-12e,0.0,0.0,0.0,2.0,1.0,1.0
hillery w. grice alley cat 1,1.0,2.0,4.778886044664136,2.0,1.0,1.0
himmeroeder hansgeorg bearhawk,0.0,0.0,0.0,2.0,1.0,1.0
himsl vincent s vans rv-8,0.0,0.0,0.0,2.0,1.0,1.0
hinton paul m rv 4,2.0,6.0,43.009974401977225,3.0,2.0,1.0
hirn associates ltd zodiac ch601xl,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hirsch rv-6a,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hirsch thorp t-18,2.0,2.0,9.557772089328273,2.0,1.0,1.0
hitchcock christen eagle ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hitchens edi 90ft,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hodges samuel j rv-7a,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hoffius stowe challenger ii,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hoffman david j murphy elite,0.0,0.0,0.0,2.0,1.0,1.0
hoffman rv-4,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hoffman zenith 701,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hogan innovator,1.0,3.0,7.168329066996204,2.0,2.0,0.0
hoke bobby f rans s 12,2.0,2.0,9.557772089328273,2.0,1.0,1.0
holden frank joseph rans s6es,0.0,0.0,0.0,2.0,1.0,1.0
holley carol l antares,0.0,0.0,0.0,2.0,1.0,1.0
hollier b c vans rv-8,0.0,0.0,0.0,1.0,1.0,1.0
hollman condor,1.0,2.0,4.778886044664136,2.0,1.0,1.0
holloman l b/holloman e m sonex,1.0,2.0,4.778886044664136,2.0,1.0,1.0
holm michael j kitfox iv 1200,0.0,0.0,0.0,1.0,1.0,1.0
holmes arthur orman kitfox iv,0.0,0.0,0.0,2.0,1.0,1.0
holmes gary don rutan long-ez,1.0,2.0,4.778886044664136,2.0,1.0,1.0
holmgreen john b rv8a,0.0,0.0,0.0,2.0,1.0,1.0
holmgreen rv-6a,1.0,2.0,4.778886044664136,2.0,1.0,1.0
holmgren bearhawk,0.0,0.0,0.0,2.0,1.0,1.0
holmlund victor p auriga,1.0,1.0,2.389443022332068,2.0,1.0,1.0
holsclaw francis e starduster,0.0,0.0,0.0,2.0,1.0,1.0
holst lawrence e vp-1,1.0,2.0,4.778886044664136,2.0,1.0,1.0
holt herbert l long ez,0.0,0.0,0.0,2.0,1.0,1.0
homebuilt mustang ii,0.0,0.0,0.0,2.0,1.0,1.0
homebuilt pdq-2,1.0,1.0,3.584164533498102,3.0,1.0,1.0
homebuilt quickie 2,0.0,0.0,0.0,2.0,1.0,1.0
honda aircraft ha-420,0.0,0.0,0.0,2.0,1.0,2.0
hood john sidney tango,0.0,0.0,0.0,2.0,1.0,1.0
hood junior ace,0.0,0.0,0.0,2.0,1.0,1.0
hook zodiac ch-650,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hooper james a bushby mus,1.0,3.0,10.752493600494306,3.0,2.0,1.0
hoover david arnold ar 6,1.0,2.0,4.778886044664136,2.0,1.0,0.0
hoover frank rv-8,0.0,0.0,0.0,2.0,1.0,1.0
hopkins rutan variviggen,1.0,2.0,4.778886044664136,2.0,1.0,1.0
horton aviat christeagle ii,0.0,0.0,0.0,2.0,1.0,1.0
hoskins lonnie f velocity xl rg,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hoskins samuel r quickie q2,0.0,0.0,0.0,2.0,1.0,1.0
hoskins zenith,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hostein k/hostein s pietenpol,1.0,2.0,4.778886044664136,2.0,1.0,1.0
houts avid mark iv,1.0,2.0,4.778886044664136,2.0,1.0,1.0
howard aircraft corp. 500,0.0,0.0,0.0,2.0,1.0,2.0
howard aircraft corp. dga-15p,0.0,0.0,0.0,2.0,1.0,1.0
howard aircraft dga 15p,0.5,1.5,2.6881234001235765,2.5,1.5,1.0
howard dga 15p,0.0,0.0,0.0,3.0,1.0,1.0
howard long ez,0.0,0.0,0.0,2.0,1.0,1.0
howard m. shepherd supercub,0.0,0.0,0.0,2.0,1.0,1.0
howard steven c super,0.0,0.0,0.0,2.0,1.0,1.0
howard william c kr-2,1.0,3.0,10.752493600494306,3.0,2.0,1.0
howell bob howell special,0.0,0.0,0.0,2.0,1.0,1.0
howell fw2c80tr,1.0,2.0,4.778886044664136,2.0,1.0,1.0
howes rv-6,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hoyle fighter escort wings,0.0,0.0,0.0,2.0,1.0,1.0
hoyt kolb mark iii clsc,0.0,0.0,0.0,2.0,1.0,1.0
hrosik gene aventura ii,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hubbard william h lightning,0.0,0.0,0.0,2.0,1.0,1.0
hubbell prescott pusher,0.0,0.0,0.0,2.0,1.0,1.0
huber hartmut express,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hudson 2-2-2e,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hudson zodiac ch 601 xlb,0.0,0.0,0.0,2.0,1.0,1.0
hudspeth shawn d challenger ii,0.0,0.0,0.0,2.0,1.0,1.0
huebner rv6-a,0.0,0.0,0.0,2.0,1.0,1.0
huff acro sport i,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hughes aero corp predator,2.0,3.0,14.336658133992408,2.0,1.0,1.0
hughes charles r zodiac 601xl,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hughes j/hughes j rand-robinson,0.0,0.0,0.0,2.0,1.0,1.0
hummel / finberg ultra cruiser,0.0,0.0,0.0,2.0,1.0,1.0
hummelbird hummelbird,0.0,0.0,0.0,2.0,1.0,1.0
hundley michael j vans rv8,0.0,0.0,0.0,2.0,1.0,1.0
hunter a-20 vista cruiser,0.0,0.0,0.0,2.0,1.0,1.0
hunter george rv 6,1.0,2.0,4.778886044664136,2.0,1.0,1.0
huntington kis,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hunziker eros 1650r,1.0,1.0,2.389443022332068,2.0,1.0,1.0
hurley richard a cavalier sa102.5,1.0,1.0,2.389443022332068,2.0,1.0,1.0
huston charles d pitts s-12,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hutchinson kenneth a velocity rg,1.0,3.0,7.168329066996204,2.0,2.0,1.0
hutson star-lite,0.0,0.0,0.0,2.0,1.0,1.0
hutton kr-2,1.0,2.0,4.778886044664136,2.0,1.0,1.0
hy-tek hurricane,1.0,3.0,7.168329066996204,2.0,2.0,1.0
iai 1125,0.0,0.0,0.0,2.0,1.0,2.0
iai gulfstream200,0.0,0.0,0.0,1.0,1.0,2.0
iar sa brasov 823,0.0,0.0,0.0,2.0,1.0,1.0
icon a-5,0.0,0.0,0.0,2.0,1.0,1.0
icon a5,0.3333333333333333,0.3333333333333333,0.2654936691480076,2.0,1.0,0.6666666666666666
icon aircraft inc a5,1.0,3.0,7.168329066996204,2.0,1.6666666666666667,1.0
icp savannah,1.0,2.0,4.778886044664136,2.0,1.0,0.0
ilyushin il-103,2.0,6.0,43.009974401977225,3.0,2.0,0.0
independent technologies inc epic lt,2.0,6.0,28.673316267984816,2.0,2.0,1.0
indus aviation inc t-211 thorpedo,0.0,0.0,0.0,1.0,1.0,1.0
indus aviation inc. t-211 thorpedo,0.0,0.0,0.0,2.0,1.0,1.0
indus aviation t211,0.0,0.0,0.0,2.0,1.0,1.0
indus t211 thorpedo,2.0,3.0,14.336658133992408,2.0,1.0,1.0
indy aircraft ltd t-bird ii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
inhofe/ davis vans rv-8,0.0,0.0,0.0,2.0,1.0,1.0
iniziative industriali italian sky arrow 600,2.0,4.0,19.115544178656545,2.0,2.0,1.0
iniziative industriali italian sky arrow 600 sport,0.0,0.0,0.0,2.0,1.0,1.0
inman j d kolb mark iii,1.0,1.0,2.389443022332068,2.0,1.0,1.0
interplane s r o skyboy,2.0,6.0,28.673316267984816,2.0,2.0,1.0
interplane skyboy,0.0,0.0,0.0,2.0,1.0,1.0
interplane skyboy ex,0.0,0.0,0.0,2.0,1.0,1.0
interstate s-1a,0.0,0.0,0.0,2.0,1.0,1.0
interstate s-1a-90f,0.0,0.0,0.0,2.0,1.0,1.0
interstate s-1b1,0.0,0.0,0.0,2.0,1.0,1.0
interstate s1a,1.0,1.0,2.389443022332068,2.0,1.0,1.0
irlbeck thomas h rv 8,0.0,0.0,0.0,2.0,1.0,1.0
irvin stephen d rutan long e z,0.0,0.0,0.0,2.0,1.0,1.0
isaak paul g isaak super cub,2.0,2.0,9.557772089328273,2.0,1.0,1.0
ison aircraft eros,0.0,0.0,0.0,2.0,1.0,1.0
israel aircraft industries 1124,0.6666666666666666,2.0,4.778886044664136,2.3333333333333335,1.3333333333333333,2.0
israel aircraft industries 1124a,3.0,9.0,96.77244240444877,3.0,2.0,2.0
israel aircraft industries 1125 westwind astra,0.0,0.0,0.0,2.0,1.0,2.0
israel aircraft industries astra spx,1.0,1.0,2.389443022332068,2.0,1.0,2.0
israel aircraft industries f21-c2,1.0,3.0,10.752493600494306,3.0,2.0,1.0
israel aircraft industries gulfstream 200,0.0,0.0,0.0,1.5,1.0,2.0
iversen glastar sh-4,3.0,9.0,96.77244240444877,3.0,2.0,1.0
j&j ultralights sea wing,1.0,1.0,2.389443022332068,2.0,1.0,1.0
j. e. douglas starduster 2,2.0,2.0,9.557772089328273,2.0,1.0,1.0
j. schilling s-19,0.0,0.0,0.0,2.0,1.0,1.0
j.a.mullan dragonfly,1.0,2.0,7.168329066996204,3.0,1.0,1.0
"jabat, inc. avid flyer",0.0,0.0,0.0,2.0,1.0,1.0
jabiru 250,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jabiru aircraft pty ltd j170-d,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jabiru aircraft sk0007,1.0,1.0,2.389443022332068,2.0,1.0,1.0
jabiru j230-sp,0.0,0.0,0.0,2.0,1.0,1.0
jabiru j250,0.0,0.0,0.0,2.0,1.0,1.0
jabiru j250-sp,0.0,0.0,0.0,2.0,1.0,1.0
jabiru jabiru - sp,0.0,0.0,0.0,2.0,1.0,1.0
jabiru sp 250,0.0,0.0,0.0,2.0,1.0,1.0
jabiru usa sport aircraft llc j170-sp,1.0,1.0,2.389443022332068,2.0,1.0,1.0
jabiru usa sport aircraft llc j230-sp,0.0,0.0,0.0,2.0,1.0,1.0
jabiru usa sport aircraft llc j250,0.0,0.0,0.0,2.0,1.0,1.0
jabiru usa sport aircraft llc j250 sp,0.0,0.0,0.0,2.0,1.0,1.0
jabiru usa sport aircraft llc j250-sp,0.0,0.0,0.0,2.0,1.0,1.0
"jabiru usa sport aircraft, llc j250-sp",1.0,3.0,7.168329066996204,2.0,2.0,1.0
jack fehling celebrity,0.0,0.0,0.0,2.0,1.0,1.0
jackson fred m clipper,0.0,0.0,0.0,2.0,1.0,1.0
jackson jeremiah d vans rv6a,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jackson rans s-6s,0.0,0.0,0.0,2.0,1.0,1.0
jackson velocity,0.0,0.0,0.0,2.0,1.0,1.0
jacobs rv-6a,0.0,0.0,0.0,2.0,1.0,1.0
jahns rv-7,0.0,0.0,0.0,2.0,1.0,1.0
jahns vans rv-7,1.0,3.0,10.752493600494306,3.0,2.0,1.0
james a gray just aircraft,0.0,0.0,0.0,2.0,1.0,1.0
james b. taplin rv-6,2.0,6.0,28.673316267984816,2.0,2.0,1.0
james bruton flying flea,1.0,1.0,2.389443022332068,2.0,1.0,1.0
james d riggs rv-10,2.0,3.0,14.336658133992408,2.0,1.0,1.0
james donald baker zenith,1.0,3.0,10.752493600494306,3.0,2.0,1.0
james e causey acroduster ii,2.0,6.0,28.673316267984816,2.0,2.0,1.0
james h berard rv-6a,1.0,2.0,4.778886044664136,2.0,1.0,1.0
james kilroy pitts model 12,1.0,1.0,2.389443022332068,2.0,1.0,1.0
james l. stringfellow glastar,1.0,1.0,2.389443022332068,2.0,1.0,1.0
james m raulerson ch 750,0.0,0.0,0.0,2.0,1.0,1.0
james o'bert vari-eze,1.0,3.0,7.168329066996204,2.0,2.0,1.0
james wiebe belite pipper,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jannakos gregory p zodiac 601 hds,0.0,0.0,0.0,2.0,1.0,1.0
jans robert falcon xp,1.0,1.0,3.584164533498102,3.0,1.0,1.0
jansen pazmany pl 2,1.0,3.0,7.168329066996204,2.0,2.0,1.0
jantzen evans vp,1.0,1.0,2.389443022332068,2.0,1.0,1.0
javron experimental pa18 replica,1.0,2.0,4.778886044664136,2.0,4.0,1.0
javron pa-18 replica,0.0,0.0,0.0,2.0,1.0,0.0
jdt 1600r,1.0,3.0,10.752493600494306,3.0,2.0,1.0
jdt mini-max llc 1500r,1.0,3.0,7.168329066996204,2.0,2.0,1.0
jeff jardine kitfox s7 supersport,0.0,0.0,0.0,2.0,1.0,1.0
jeffair barracuda,0.0,0.0,0.0,2.0,1.0,1.0
jeffery d tuttle bdk carbon concepts,1.0,1.0,2.389443022332068,2.0,1.0,1.0
jeffko glasair,1.0,3.0,7.168329066996204,2.0,2.0,1.0
jeffrey wilson escapade,0.0,0.0,0.0,2.0,1.0,1.0
jeffs j-bird,0.0,0.0,0.0,2.0,1.0,1.0
jenkins jack glastar sp,0.0,0.0,0.0,2.0,1.0,1.0
jenkins rv-7a,1.0,3.0,7.168329066996204,2.0,2.0,1.0
jennings john c mini max,1.0,3.0,7.168329066996204,2.0,2.0,1.0
jerald f. huffman rebel,0.0,0.0,0.0,2.0,1.0,1.0
jeremiah jackson vans rv-10,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jerome a baak ch 601xl,1.0,2.0,4.778886044664136,2.0,1.0,0.0
jerome d fischer rv-7,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jerry garrison christen eagle ii,0.0,0.0,0.0,2.0,1.0,1.0
jeska murphy rebel,0.0,0.0,0.0,2.0,1.0,1.0
jess llc just aircraft supers,0.0,0.0,0.0,2.0,1.0,1.0
jesse saint/troy townsend/etha ch-801,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jetprop dlx piper pa46,2.0,6.0,28.673316267984816,2.0,2.0,1.0
jetson's aviation llc aircam,0.0,0.0,0.0,2.0,1.0,2.0
jewett brandon rv 6,0.0,0.0,0.0,2.0,1.0,1.0
jewett sc-360,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jihlavan airplanes sro kp 5 asa,2.0,6.0,43.009974401977225,3.0,2.0,1.0
jihlavan airplanes sro kp5,0.0,0.0,0.0,2.0,1.0,1.0
jihlavan kp,0.0,0.0,0.0,2.0,1.0,1.0
jihlavan kp 5 asa,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jihlavan kp-5,0.0,0.0,0.0,2.0,1.0,1.0
jim braddock just aircraft highla,2.0,3.0,14.336658133992408,2.0,1.0,1.0
jim garrison n11,1.0,2.0,4.778886044664136,2.0,1.0,1.0
jim green ccx,0.0,0.0,0.0,2.0,1.0,1.0
jim riggs ak ridge runner,0.0,0.0,0.0,2.0,1.0,1.0
jimenez vans rv 7a,2.0,4.0,19.115544178656545,2.0,1.0,1.0
jm kemp rt13b,2.0,6.0,43.009974401977225,3.0,2.0,1.0
joe salomone super cub sq2,0.0,0.0,0.0,2.0,1.0,1.0
